,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Number of Employees,Employee Training,Known Vulnerabilities,External Advisor,Risk
8215,1421297,23,32,5019351,4491,HIGH,2,NO,MEDIUM
8216,930639,38,36,5010061,7968,LOW,6,YES,HIGH
8217,617548,23,38,5111258,1955,LOW,8,YES,HIGH
8218,36225,27,35,4878754,6029,LOW,3,NO,HIGH
8219,1257534,40,18,5007718,3949,MEDIUM,8,YES,MEDIUM
8220,1189656,37,21,5093404,1366,HIGH,4,YES,MEDIUM
8221,1174217,7,37,5007088,9713,HIGH,2,NO,LOW
8222,1029006,48,11,5016957,1524,MEDIUM,1,NO,HIGH
8223,768543,22,28,4954754,2004,HIGH,9,YES,MEDIUM
8224,189790,41,44,4972242,3872,HIGH,4,YES,MEDIUM
8225,212613,21,31,5132797,6365,LOW,7,YES,HIGH
8226,120387,17,1,4942528,2726,LOW,7,NO,HIGH
8227,59570,35,8,4986505,7489,HIGH,7,YES,LOW
8228,690125,7,20,4937825,4032,MEDIUM,7,NO,HIGH
8229,1233857,45,40,4927502,6109,HIGH,0,NO,MEDIUM
8230,859205,45,49,5008788,1992,LOW,7,NO,HIGH
8231,250632,21,49,5047515,1083,LOW,6,NO,HIGH
8232,130242,12,4,4979101,3402,MEDIUM,7,NO,HIGH
8233,1191811,1,6,5053762,3069,MEDIUM,0,NO,MEDIUM
8234,1099962,41,38,5031102,6020,MEDIUM,4,YES,MEDIUM
8235,457110,12,43,5008899,5333,HIGH,4,YES,LOW
8236,949256,37,47,5071727,9869,LOW,4,NO,HIGH
8237,1380822,30,23,5010343,5182,MEDIUM,2,NO,HIGH
8238,542818,21,7,5011178,9812,LOW,5,NO,HIGH
8239,185057,12,2,5008983,9601,HIGH,4,NO,LOW
8240,289694,33,13,4951857,2800,HIGH,3,NO,HIGH
8241,426653,27,0,4998703,9367,MEDIUM,1,YES,LOW
8242,397290,9,27,5002936,6966,LOW,7,YES,MEDIUM
8243,1274402,17,28,5115709,3018,LOW,5,NO,HIGH
8244,1376540,33,34,5092878,8107,HIGH,1,YES,LOW
8245,1288943,13,19,4976393,3920,LOW,5,YES,MEDIUM
8246,473198,33,46,4981416,9589,MEDIUM,1,YES,LOW
8247,1332846,9,9,5039415,7542,LOW,8,YES,MEDIUM
8248,1346267,32,32,5047389,160,LOW,9,NO,HIGH
8249,853093,12,40,4979143,8111,LOW,4,YES,MEDIUM
8250,403446,17,33,4927285,134,HIGH,0,YES,MEDIUM
8251,353139,12,28,4953407,9483,HIGH,2,YES,LOW
8252,208756,30,10,5000820,6638,LOW,9,NO,HIGH
8253,806360,12,40,4994475,5521,HIGH,0,YES,LOW
8254,464885,46,32,5023766,7207,MEDIUM,1,NO,HIGH
8255,1200068,32,15,5011483,9137,LOW,8,NO,HIGH
8256,1324152,19,38,4921608,3451,LOW,0,YES,MEDIUM
8257,63612,37,21,4951631,4770,HIGH,2,NO,MEDIUM
8258,333633,35,3,5001724,1046,LOW,2,NO,HIGH
8259,714438,1,45,4999528,3241,MEDIUM,6,NO,HIGH
8260,1122461,10,23,4989679,9429,LOW,6,YES,MEDIUM
8261,1099740,47,18,5059258,6677,MEDIUM,1,YES,MEDIUM
8262,1296871,0,25,5044358,375,MEDIUM,2,NO,MEDIUM
8263,550596,29,33,5060152,8377,HIGH,3,NO,MEDIUM
8264,1489936,24,31,5022463,7344,HIGH,3,NO,MEDIUM
8265,128823,24,22,5008213,5064,LOW,6,NO,HIGH
8266,705323,9,22,5055721,7402,HIGH,6,NO,MEDIUM
8267,964575,28,9,5108826,3252,MEDIUM,8,YES,MEDIUM
8268,1417492,20,15,4920119,4267,MEDIUM,4,YES,MEDIUM
8269,236408,12,11,4940487,8463,MEDIUM,4,YES,LOW
8270,481921,21,27,5059022,4672,LOW,4,NO,HIGH
8271,1345186,24,23,4920107,5288,LOW,5,YES,MEDIUM
8272,628665,37,17,4945233,8268,HIGH,5,YES,LOW
8273,1431289,15,6,4974465,4620,LOW,1,YES,MEDIUM
8274,207302,31,25,4941713,5636,HIGH,9,NO,HIGH
8275,190429,15,17,5005421,7754,HIGH,1,NO,LOW
8276,876769,47,43,4984994,124,LOW,0,YES,MEDIUM
8277,817040,5,13,5129655,6569,LOW,2,NO,HIGH
8278,471269,30,5,4980906,5120,MEDIUM,0,YES,LOW
8279,191412,43,3,5002789,9361,HIGH,8,NO,MEDIUM
8280,963449,15,22,5026512,5694,LOW,4,YES,MEDIUM
8281,268912,3,38,4971059,5093,HIGH,8,NO,MEDIUM
8282,1109438,48,28,4971800,5447,LOW,8,NO,HIGH
8283,776453,8,33,4989452,7816,LOW,5,YES,MEDIUM
8284,720430,0,17,4969542,9413,MEDIUM,1,YES,LOW
8285,573794,16,37,4948638,4685,LOW,7,NO,HIGH
8286,983856,38,23,4937110,2899,HIGH,1,YES,MEDIUM
8287,697281,2,34,4916976,5351,MEDIUM,4,YES,LOW
8288,1175294,21,33,5064742,5794,HIGH,6,YES,LOW
8289,1319390,38,0,4919269,8865,HIGH,6,NO,MEDIUM
8290,738313,15,18,4966753,4013,LOW,0,YES,MEDIUM
8291,250627,16,1,4903207,726,LOW,1,NO,HIGH
8292,614030,2,22,4865703,812,HIGH,7,NO,HIGH
8293,1473827,42,17,5067662,7139,HIGH,7,NO,MEDIUM
8294,703772,29,19,4967028,6105,MEDIUM,0,NO,MEDIUM
8295,483277,22,10,5032995,7998,MEDIUM,7,YES,MEDIUM
8296,977165,22,8,4982871,7652,HIGH,1,YES,LOW
8297,1446658,2,11,4951959,8608,LOW,5,NO,HIGH
8298,1032632,7,19,4996709,2352,MEDIUM,9,NO,HIGH
8299,195681,30,2,5023500,8826,HIGH,4,NO,MEDIUM
8300,313544,14,23,5069516,4950,LOW,9,NO,HIGH
8301,298381,36,16,4959015,7859,MEDIUM,4,NO,HIGH
8302,636906,16,34,4984719,5282,LOW,3,NO,HIGH
8303,416717,41,0,4963295,6610,LOW,3,YES,HIGH
8304,422671,42,44,4959484,8432,LOW,3,NO,HIGH
8305,875240,24,45,5081650,1135,HIGH,7,YES,MEDIUM
8306,797674,19,16,4931716,8297,HIGH,9,YES,LOW
8307,643913,32,47,4905867,4436,LOW,0,NO,HIGH
8308,590131,37,39,4943518,6369,HIGH,3,NO,MEDIUM
8309,540011,39,25,5024848,4356,HIGH,1,NO,MEDIUM
8310,1477340,18,28,5071171,6802,HIGH,8,NO,MEDIUM
8311,430938,42,34,4937474,3569,LOW,7,YES,HIGH
8312,1064082,40,0,5009106,2849,HIGH,0,YES,MEDIUM
8313,935582,31,33,4924816,5065,LOW,0,YES,MEDIUM
8314,165178,37,10,4978939,9930,MEDIUM,0,YES,LOW
8315,582244,15,2,4978878,6770,LOW,9,NO,HIGH
8316,584044,19,47,5060878,7496,MEDIUM,4,YES,LOW
8317,692874,30,4,5002035,646,MEDIUM,2,NO,HIGH
8318,1343527,46,42,5028327,5997,LOW,3,YES,MEDIUM
8319,1167572,48,25,5039576,3564,HIGH,0,NO,HIGH
8320,1258051,43,47,5104725,2775,LOW,7,YES,HIGH
8321,1034778,13,25,4951501,8512,MEDIUM,4,NO,MEDIUM
8322,1174245,36,10,5011432,9737,HIGH,8,YES,LOW
8323,747925,3,38,5001166,2272,HIGH,7,YES,MEDIUM
8324,386578,42,13,4920088,65,MEDIUM,7,YES,HIGH
8325,442028,30,9,5067745,948,LOW,5,YES,HIGH
8326,1331529,0,41,5077178,3007,HIGH,7,YES,LOW
8327,410302,8,3,4933339,1073,HIGH,7,NO,HIGH
8328,1158812,20,4,4958845,410,LOW,5,NO,HIGH
8329,1046263,17,30,4959186,4120,MEDIUM,7,NO,HIGH
8330,212515,35,20,5011351,1433,LOW,8,YES,HIGH
8331,1286557,49,14,5003489,599,LOW,0,NO,HIGH
8332,1072860,32,11,4926822,6627,MEDIUM,4,YES,MEDIUM
8333,404561,35,26,5045891,1104,LOW,5,NO,HIGH
8334,1074185,4,17,4958376,655,LOW,7,YES,MEDIUM
8335,614187,16,17,4942831,2146,MEDIUM,8,NO,HIGH
8336,576140,26,27,4974684,9843,LOW,9,NO,HIGH
8337,279294,32,9,4967091,7084,LOW,7,NO,HIGH
8338,299629,7,42,4927329,3487,HIGH,7,YES,MEDIUM
8339,448643,46,11,5084122,9656,LOW,8,NO,HIGH
8340,920762,40,42,4993909,1250,MEDIUM,7,NO,HIGH
8341,659400,45,2,4975667,2247,HIGH,8,NO,HIGH
8342,1385259,10,28,5002595,3810,HIGH,7,NO,MEDIUM
8343,472559,35,13,4966048,9890,HIGH,0,YES,LOW
8344,746396,24,32,4974104,4929,LOW,7,YES,HIGH
8345,1073483,29,9,5002291,797,MEDIUM,1,YES,MEDIUM
8346,417311,49,49,5021451,9629,HIGH,3,YES,LOW
8347,677045,45,23,5021503,4900,MEDIUM,7,NO,HIGH
8348,574951,48,21,5046557,1689,LOW,5,NO,HIGH
8349,373893,27,13,4956620,215,MEDIUM,9,YES,HIGH
8350,957528,6,8,5015301,5053,HIGH,1,NO,MEDIUM
8351,952145,5,21,4969466,5566,LOW,9,NO,HIGH
8352,152039,29,20,4883127,4703,HIGH,9,YES,MEDIUM
8353,1184573,29,49,5010675,3908,MEDIUM,1,NO,HIGH
8354,85121,2,9,5009631,2261,MEDIUM,3,NO,HIGH
8355,1437821,41,22,4905555,4260,LOW,1,NO,HIGH
8356,984681,11,44,5034416,1809,LOW,4,YES,MEDIUM
8357,1045932,32,16,5060433,5437,HIGH,5,YES,LOW
8358,95062,1,2,5046826,1566,LOW,5,YES,MEDIUM
8359,440302,6,46,5046283,6273,LOW,5,NO,HIGH
8360,668112,6,38,5064746,4600,HIGH,1,YES,LOW
8361,1093630,37,10,4958798,6803,HIGH,4,YES,LOW
8362,1128748,25,7,5039304,4227,HIGH,1,YES,LOW
8363,1048807,5,7,5000390,1107,LOW,6,NO,HIGH
8364,430372,0,23,4950493,9370,HIGH,9,YES,LOW
8365,1494103,48,30,5041843,4313,MEDIUM,1,NO,HIGH
8366,1118926,19,19,5065263,8303,MEDIUM,6,NO,MEDIUM
8367,1220709,24,48,5035242,2639,LOW,1,NO,HIGH
8368,1171653,26,29,5051183,8185,HIGH,9,YES,LOW
8369,1357259,37,5,4865962,5821,HIGH,6,YES,LOW
8370,778374,48,4,4951781,1801,HIGH,8,YES,HIGH
8371,398456,5,2,5099351,6948,MEDIUM,1,NO,MEDIUM
8372,313080,38,2,4900470,5913,MEDIUM,8,NO,HIGH
8373,155661,23,47,5092087,4552,MEDIUM,6,YES,MEDIUM
8374,555043,29,38,5006665,494,LOW,0,YES,MEDIUM
8375,963089,11,41,5028855,2205,MEDIUM,4,YES,MEDIUM
8376,803845,8,20,5025698,1018,HIGH,8,YES,MEDIUM
8377,716925,12,14,5089593,8722,LOW,8,NO,HIGH
8378,1282945,39,34,4997729,8189,LOW,0,NO,HIGH
8379,541632,40,33,4951081,3178,LOW,6,NO,HIGH
8380,1106733,46,22,5079686,1262,LOW,1,YES,MEDIUM
8381,610305,19,9,4939745,9734,MEDIUM,7,YES,LOW
8382,648600,37,35,5002112,4759,LOW,7,NO,HIGH
8383,1355584,2,8,4963732,4397,HIGH,5,YES,LOW
8384,1030302,12,1,5015618,7964,HIGH,0,NO,LOW
8385,1072568,20,15,5070070,7025,MEDIUM,0,YES,LOW
8386,1071615,14,3,4905023,9027,HIGH,4,YES,LOW
8387,258988,24,36,4937748,3427,HIGH,5,NO,HIGH
8388,1063912,15,16,4895293,3385,LOW,2,YES,MEDIUM
8389,194288,15,27,5071880,9696,HIGH,7,YES,LOW
8390,381867,4,23,4936047,7148,HIGH,6,YES,LOW
8391,870448,16,12,5038545,5655,HIGH,4,NO,MEDIUM
8392,1187268,12,13,4971672,5926,MEDIUM,0,NO,MEDIUM
8393,1298511,30,48,4959344,6290,HIGH,5,NO,MEDIUM
8394,1262237,47,45,4985442,8520,HIGH,5,YES,LOW
8395,625672,28,27,4988678,3713,MEDIUM,8,YES,MEDIUM
8396,688491,17,19,5019337,5161,HIGH,7,NO,MEDIUM
8397,263578,26,49,5034477,9625,HIGH,6,NO,MEDIUM
8398,1416562,1,5,5001204,9304,HIGH,3,YES,LOW
8399,1285281,45,30,5001847,4747,HIGH,3,YES,LOW
8400,1187383,32,25,4993629,2330,MEDIUM,0,YES,MEDIUM
8401,30421,18,44,4918213,1257,HIGH,0,NO,HIGH
8402,1352128,46,42,4992594,6722,HIGH,9,YES,MEDIUM
8403,724699,8,39,4999923,8605,MEDIUM,0,YES,LOW
8404,771188,47,31,5039755,3139,MEDIUM,3,NO,HIGH
8405,656515,3,17,4986123,2938,MEDIUM,6,YES,MEDIUM
8406,1221064,30,33,5022815,9955,MEDIUM,4,YES,LOW
8407,1175570,20,24,4909309,6490,HIGH,0,YES,LOW
8408,112300,34,12,5030205,9336,LOW,6,NO,HIGH
8409,90829,4,32,5008211,2726,LOW,0,YES,MEDIUM
8410,718323,46,5,4974129,4751,HIGH,6,YES,MEDIUM
8411,1384518,0,18,4988574,8608,MEDIUM,2,NO,MEDIUM
8412,788592,31,27,4937403,5195,LOW,3,YES,MEDIUM
8413,407031,30,43,5093025,4208,LOW,2,YES,MEDIUM
8414,562108,1,46,5036914,7733,MEDIUM,4,YES,LOW
8415,595848,6,39,5006830,5485,MEDIUM,4,YES,LOW
8416,551426,11,24,5000755,1561,LOW,1,YES,MEDIUM
8417,324283,11,7,5062868,9182,MEDIUM,8,YES,MEDIUM
8418,1342717,28,23,5092106,9442,MEDIUM,7,NO,HIGH
8419,223222,26,0,4927786,6963,HIGH,6,YES,LOW
8420,1368956,38,17,4974402,6847,LOW,4,YES,MEDIUM
8421,1325857,29,21,4949639,114,HIGH,4,NO,HIGH
8422,1410563,25,14,5060275,3818,LOW,3,YES,MEDIUM
8423,1458403,47,10,4937377,8743,HIGH,7,YES,LOW
8424,454408,5,42,5042108,5286,LOW,5,YES,MEDIUM
8425,1475604,36,1,5014330,3307,LOW,1,YES,MEDIUM
8426,1127932,43,43,4996756,4418,MEDIUM,7,YES,MEDIUM
8427,1317766,38,16,5014286,7796,MEDIUM,3,YES,MEDIUM
8428,388135,18,3,4964289,8406,MEDIUM,2,NO,MEDIUM
8429,378234,26,21,4933683,3165,MEDIUM,7,YES,MEDIUM
8430,747078,5,3,5093639,710,LOW,8,NO,HIGH
8431,1218374,33,16,4995423,8479,HIGH,1,NO,LOW
8432,335650,28,8,4997459,862,LOW,9,NO,HIGH
8433,460434,45,20,4977609,6734,HIGH,9,YES,MEDIUM
8434,1315880,8,1,5000963,901,HIGH,1,NO,MEDIUM
8435,291255,16,9,4926554,8961,LOW,2,YES,MEDIUM
8436,724772,16,30,5001572,3423,LOW,8,NO,HIGH
8437,324804,33,14,5061158,3754,MEDIUM,6,YES,MEDIUM
8438,1273854,36,11,5012041,3816,LOW,0,YES,MEDIUM
8439,1028891,22,19,5053807,6107,LOW,8,NO,HIGH
8440,181231,38,5,4928806,5949,HIGH,3,NO,MEDIUM
8441,1237066,44,10,5047385,7916,MEDIUM,0,YES,LOW
8442,122537,22,47,4950262,2631,MEDIUM,4,NO,HIGH
8443,1416017,40,17,4979786,9179,HIGH,1,NO,LOW
8444,283584,16,19,5010567,1961,MEDIUM,0,NO,HIGH
8445,619896,16,34,4957223,8645,LOW,5,YES,MEDIUM
8446,577814,36,26,5045443,3905,MEDIUM,4,NO,HIGH
8447,1261236,5,31,5026406,2010,MEDIUM,9,YES,MEDIUM
8448,1178450,43,26,4990767,6964,LOW,2,YES,MEDIUM
8449,69826,11,49,4974172,2571,HIGH,2,YES,LOW
8450,832918,37,21,5008467,9371,MEDIUM,4,NO,HIGH
8451,217382,45,20,4965661,1431,LOW,3,NO,HIGH
8452,408281,32,44,5015944,9345,LOW,2,YES,MEDIUM
8453,94401,3,23,5018120,3497,LOW,5,YES,MEDIUM
8454,29416,47,36,5003157,2590,LOW,7,NO,HIGH
8455,534289,16,17,4996459,2052,MEDIUM,6,NO,HIGH
8456,1055081,7,26,5106048,7448,MEDIUM,5,YES,LOW
8457,1057869,31,9,5009191,9980,HIGH,0,YES,LOW
8458,1348018,12,36,4933429,2239,HIGH,3,YES,LOW
8459,1320981,45,34,5082295,7124,HIGH,4,YES,LOW
8460,1013808,48,34,5029751,3678,HIGH,7,NO,HIGH
8461,1041977,18,42,4934478,2577,HIGH,0,YES,LOW
8462,384203,2,26,4975991,3816,MEDIUM,0,NO,MEDIUM
8463,722907,43,39,5074587,6393,MEDIUM,8,NO,HIGH
8464,812703,47,7,4989948,4862,LOW,8,YES,HIGH
8465,156733,44,5,5012567,9674,LOW,2,YES,HIGH
8466,1480667,32,3,4994015,3767,LOW,9,NO,HIGH
8467,223067,19,20,4936197,4059,MEDIUM,6,YES,MEDIUM
8468,1127105,12,18,5006313,7873,HIGH,2,NO,LOW
8469,1079349,2,28,4965088,6634,HIGH,6,YES,LOW
8470,653309,0,11,4961484,4165,LOW,1,YES,LOW
8471,1334030,4,10,4991294,6878,LOW,4,YES,MEDIUM
8472,449375,9,13,5096259,1825,MEDIUM,3,YES,MEDIUM
8473,75126,24,48,5080342,5141,LOW,6,YES,HIGH
8474,665242,44,9,5059171,8783,MEDIUM,7,YES,MEDIUM
8475,53193,41,20,5000121,2813,MEDIUM,5,YES,HIGH
8476,702640,38,38,5000205,7088,LOW,8,NO,HIGH
8477,1035687,4,6,4975069,7940,LOW,0,YES,LOW
8478,1306904,46,27,4987140,9811,HIGH,8,YES,LOW
8479,38928,5,10,4984934,4673,LOW,7,NO,HIGH
8480,843110,28,3,4970967,1705,HIGH,5,YES,MEDIUM
8481,488040,30,24,4994679,6065,LOW,9,NO,HIGH
8482,628541,29,19,4915551,8235,HIGH,7,YES,LOW
8483,1476644,17,18,4986744,174,HIGH,7,NO,HIGH
8484,846434,29,40,5007678,9548,HIGH,4,NO,LOW
8485,744826,25,48,4906095,4259,MEDIUM,2,YES,MEDIUM
8486,725884,3,47,5061649,8443,MEDIUM,1,YES,LOW
8487,22934,18,5,4963572,3722,MEDIUM,4,NO,HIGH
8488,241784,12,41,5076438,5079,LOW,9,YES,HIGH
8489,370201,35,17,5000347,806,LOW,4,YES,HIGH
8490,1049521,45,44,5027563,3584,MEDIUM,2,YES,MEDIUM
8491,977001,43,3,4996836,5043,MEDIUM,4,NO,HIGH
8492,883344,45,42,4996758,3187,LOW,9,NO,HIGH
8493,760263,5,30,5044358,9498,HIGH,4,YES,LOW
8494,1503032,17,13,5029576,5849,MEDIUM,5,NO,MEDIUM
8495,796842,41,36,5088576,7851,LOW,0,YES,MEDIUM
8496,1359324,11,7,5008931,5350,LOW,2,YES,MEDIUM
8497,1289163,38,0,4988180,4640,LOW,8,NO,HIGH
8498,11500,9,12,5086675,3223,MEDIUM,9,NO,HIGH
8499,934676,7,23,5049665,3408,MEDIUM,5,NO,HIGH
8500,890377,38,27,4940401,4116,MEDIUM,1,NO,HIGH
8501,1163903,21,32,4933229,2553,LOW,6,NO,HIGH
8502,1286132,9,25,5037906,8885,HIGH,6,YES,LOW
8503,1017889,4,26,5025212,8706,LOW,1,YES,LOW
8504,898105,6,37,5061789,2038,HIGH,5,NO,HIGH
8505,1304471,16,21,5015550,8318,MEDIUM,5,NO,MEDIUM
8506,249705,8,48,5053826,6142,HIGH,6,NO,MEDIUM
8507,927042,23,7,5017439,7678,MEDIUM,9,NO,HIGH
8508,1117189,43,3,4998636,7666,MEDIUM,1,NO,MEDIUM
8509,1036931,48,18,5024829,8755,LOW,8,NO,HIGH
8510,830201,46,3,5015300,4019,LOW,2,YES,MEDIUM
8511,97030,9,9,5041097,5130,MEDIUM,4,YES,MEDIUM
8512,163324,34,33,4948617,6791,LOW,8,YES,HIGH
8513,1117098,44,8,5084485,1436,MEDIUM,1,YES,MEDIUM
8514,220539,42,20,4974809,9782,HIGH,0,YES,LOW
8515,566355,46,12,4946099,8382,HIGH,8,NO,MEDIUM
8516,1121361,46,21,4909430,2541,LOW,9,NO,HIGH
8517,1455827,2,39,4917706,7129,MEDIUM,2,YES,LOW
8518,58373,17,11,5055115,5938,HIGH,6,NO,MEDIUM
8519,65757,34,15,5085417,4585,HIGH,8,YES,MEDIUM
8520,9532,43,41,5033212,4058,LOW,8,YES,HIGH
8521,814501,29,4,4955322,4275,HIGH,8,NO,HIGH
8522,603752,34,35,5063653,6889,LOW,8,YES,HIGH
8523,1080761,33,9,4985562,2025,LOW,7,YES,HIGH
8524,826980,39,18,5020318,2460,LOW,2,NO,HIGH
8525,531061,43,24,5014378,9671,LOW,2,NO,HIGH
8526,131348,5,42,5053215,524,LOW,7,YES,MEDIUM
8527,727329,11,28,4998832,9313,HIGH,3,YES,LOW
8528,1244976,22,5,4978636,8645,MEDIUM,3,NO,MEDIUM
8529,247473,29,35,4955256,4217,LOW,2,NO,HIGH
8530,420843,48,27,4934603,4238,LOW,3,YES,HIGH
8531,819,44,42,5041819,1909,HIGH,7,NO,HIGH
8532,1466526,32,21,4964525,7308,HIGH,3,NO,MEDIUM
8533,99795,13,6,4943047,3081,LOW,3,YES,MEDIUM
8534,117336,49,15,4974191,8547,HIGH,2,YES,LOW
8535,274561,9,14,5094893,963,MEDIUM,3,NO,HIGH
8536,1168672,20,20,4996284,8274,LOW,1,YES,MEDIUM
8537,892420,28,30,4978572,9907,LOW,6,NO,HIGH
8538,246094,44,38,5063044,4286,HIGH,0,YES,LOW
8539,543462,14,4,4977009,7361,MEDIUM,9,NO,HIGH
8540,226916,48,47,4966349,9432,MEDIUM,7,NO,HIGH
8541,192968,32,44,5044710,5332,LOW,3,YES,MEDIUM
8542,777969,30,13,4936440,6291,LOW,6,YES,HIGH
8543,96983,37,12,5006231,3808,HIGH,0,YES,LOW
8544,865661,2,2,4986170,7324,MEDIUM,7,YES,LOW
8545,843543,32,25,4954090,7281,LOW,5,YES,MEDIUM
8546,563662,0,30,4954060,842,LOW,5,YES,MEDIUM
8547,352911,48,26,5007116,1858,MEDIUM,2,YES,MEDIUM
8548,890602,10,34,4950557,7396,MEDIUM,2,YES,LOW
8549,1031082,25,26,5051053,73,HIGH,9,YES,HIGH
8550,1308673,44,2,5057464,6399,HIGH,7,NO,HIGH
8551,385151,9,24,5021613,9874,LOW,1,NO,HIGH
8552,249343,27,5,5010247,1806,LOW,0,YES,MEDIUM
8553,959652,44,29,4965901,7909,MEDIUM,1,NO,MEDIUM
8554,142635,6,40,5049556,1186,LOW,0,NO,HIGH
8555,937610,18,29,5071076,9260,LOW,3,YES,MEDIUM
8556,809170,13,14,4933497,8728,LOW,2,YES,MEDIUM
8557,720029,36,23,4980046,6757,HIGH,0,NO,MEDIUM
8558,399049,21,37,5010731,5781,LOW,6,YES,MEDIUM
8559,1076476,15,14,4995154,8926,LOW,5,NO,HIGH
8560,491379,34,34,4984664,9014,MEDIUM,0,NO,MEDIUM
8561,633726,28,30,4977459,408,LOW,2,NO,HIGH
8562,1415069,49,8,4896606,7991,LOW,4,NO,HIGH
8563,1083903,16,17,5035413,1848,HIGH,2,NO,MEDIUM
8564,549219,37,38,4983145,8850,HIGH,9,YES,LOW
8565,179929,36,49,4968503,3820,LOW,5,NO,HIGH
8566,1167490,24,27,4931885,3687,LOW,6,NO,HIGH
8567,509162,26,40,5094435,8396,LOW,7,YES,HIGH
8568,212307,20,46,5066766,5520,MEDIUM,7,NO,HIGH
8569,157054,3,9,5010633,5217,HIGH,3,YES,LOW
8570,783340,11,1,5002689,9118,LOW,9,NO,HIGH
8571,68893,13,44,4994781,8135,LOW,5,YES,MEDIUM
8572,685875,49,38,4982387,5022,HIGH,3,YES,MEDIUM
8573,804052,14,6,5091746,4736,LOW,4,NO,HIGH
8574,1328736,9,20,5006386,5631,MEDIUM,3,YES,LOW
8575,1002079,43,17,5025120,3774,HIGH,9,NO,HIGH
8576,1462185,29,31,4950340,8730,LOW,5,YES,MEDIUM
8577,47945,30,18,4958864,1176,HIGH,1,YES,MEDIUM
8578,314575,38,7,4993089,937,HIGH,4,NO,HIGH
8579,1426360,30,16,5007872,4708,LOW,4,YES,MEDIUM
8580,24676,41,14,4988381,9588,HIGH,1,YES,LOW
8581,120470,5,45,5034386,5647,HIGH,2,YES,LOW
8582,1075206,17,36,5044223,8808,HIGH,8,YES,LOW
8583,43603,36,8,5072151,3063,MEDIUM,2,NO,HIGH
8584,1109981,23,6,5016486,5098,LOW,5,YES,MEDIUM
8585,1154016,21,9,4894770,2031,HIGH,0,YES,LOW
8586,313305,32,13,5006641,6401,MEDIUM,4,YES,MEDIUM
8587,415829,1,11,4962819,9829,LOW,1,NO,HIGH
8588,723366,1,10,4998100,8827,LOW,6,NO,HIGH
8589,1148108,32,18,4986818,3261,HIGH,1,NO,MEDIUM
8590,1018512,7,17,5026472,5139,HIGH,2,NO,MEDIUM
8591,150026,2,9,5053038,3248,MEDIUM,6,NO,HIGH
8592,337710,46,41,4939970,3059,HIGH,3,NO,HIGH
8593,1107684,37,41,4986211,5125,HIGH,3,YES,LOW
8594,32697,18,7,5000138,6395,LOW,3,NO,HIGH
8595,366274,26,10,4950773,4090,MEDIUM,6,NO,HIGH
8596,1138321,8,49,5028618,5123,LOW,4,NO,HIGH
8597,956352,26,12,4917725,7884,HIGH,3,NO,MEDIUM
8598,304958,29,49,4952413,4076,LOW,2,YES,MEDIUM
8599,975659,23,15,5049721,4743,MEDIUM,9,NO,HIGH
8600,706885,25,14,5014198,2135,HIGH,5,NO,HIGH
8601,429577,48,14,4930225,9647,LOW,3,YES,HIGH
8602,951508,48,45,5092692,7887,MEDIUM,2,NO,HIGH
8603,1424490,29,20,4969473,1134,MEDIUM,8,YES,MEDIUM
8604,1500067,23,2,5046887,7682,LOW,3,NO,HIGH
8605,1318986,37,31,4966199,7728,LOW,2,NO,HIGH
8606,2749,18,4,5026456,124,MEDIUM,8,NO,HIGH
8607,696278,6,42,5081213,8936,HIGH,9,YES,LOW
8608,1134189,46,35,5079567,3002,LOW,3,YES,MEDIUM
8609,893069,49,41,4973190,2260,LOW,2,YES,HIGH
8610,1130626,42,46,4928835,8557,LOW,7,NO,HIGH
8611,410621,35,17,4997529,7883,LOW,9,YES,HIGH
8612,1490966,9,19,5005523,5293,MEDIUM,2,NO,MEDIUM
8613,937925,21,31,4879436,2453,HIGH,5,YES,MEDIUM
8614,136305,11,21,5063287,9521,LOW,9,YES,HIGH
8615,1154854,1,27,5054137,7576,HIGH,0,NO,LOW
8616,296876,12,25,4964039,2654,LOW,3,NO,HIGH
8617,460189,31,23,5034658,6445,MEDIUM,5,YES,MEDIUM
8618,888573,39,24,5046601,1346,HIGH,9,NO,HIGH
8619,765270,24,32,4922028,2377,MEDIUM,7,YES,MEDIUM
8620,483194,30,0,4990500,9124,LOW,5,YES,HIGH
8621,351321,23,4,5039757,6548,MEDIUM,8,NO,HIGH
8622,1241839,2,35,5006561,4357,LOW,1,YES,LOW
8623,1402844,8,41,4931154,5179,LOW,9,NO,HIGH
8624,19714,12,32,5056119,8027,MEDIUM,6,NO,HIGH
8625,431102,30,10,5005645,9521,HIGH,5,YES,LOW
8626,1211413,21,9,4966899,3502,HIGH,7,NO,HIGH
8627,17680,1,41,4977348,1804,LOW,6,YES,MEDIUM
8628,442892,5,4,4933153,2984,HIGH,8,NO,HIGH
8629,680755,38,34,5029351,6584,LOW,3,NO,HIGH
8630,697347,19,49,4967751,9032,LOW,2,YES,MEDIUM
8631,1121941,29,5,4930254,1175,MEDIUM,5,NO,HIGH
8632,678754,14,23,5038253,6619,LOW,5,NO,HIGH
8633,116106,29,20,5077780,7894,HIGH,0,YES,LOW
8634,1377384,16,34,4943220,147,LOW,4,NO,HIGH
8635,434892,42,15,5025502,6072,LOW,2,NO,HIGH
8636,787381,33,17,4957478,3363,LOW,2,NO,HIGH
